mon1,mon2,polym,polymer_class,chi_mean,chi_std,Tg_mean,Tg_std,LogP,SA_Score
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,C=C(CN=C=O)N=C=O,*C(=C)CN1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.073,0.217,91.413,13.324,3.477,5.047831017829623
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,C=C(CN=C=O)N=C=O,*CC(=C)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.344,0.319,107.744,11.266,3.895,5.152547748598854
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,CC(=CN=C=O)N=C=O,*C(C)=CN1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.751,0.443,88.09,12.576,3.824,5.1769758255219305
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,CC(=CN=C=O)N=C=O,*C=C(C)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.448,0.265,102.214,10.821,3.824,5.119638902445008
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,C=C(N=C=O)C(C)N=C=O,*C(C)C(=C)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,-0.114,0.248,87.79,9.934,4.285,5.298139178793754
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,C=C(N=C=O)C(C)N=C=O,*C(=C)C(C)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,2.249,0.357,64.355,12.285,3.865,5.249767133765611
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,CC=C(CN=C=O)N=C=O,*C(=CC)CN1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,2.061,0.292,88.087,19.054,3.867,5.1145426085230685
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,CC=C(CN=C=O)N=C=O,*CC(=CC)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.58,0.308,68.232,15.911,4.285,5.208863275807591
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,C=C=C(CN=C=O)N=C=O,*C(=C=C)CN1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.537,0.271,97.429,10.872,3.632,5.1871798652422525
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,C=C=C(CN=C=O)N=C=O,*CC(=C=C)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,-0.311,0.158,110.957,11.167,4.05,5.296566148838176
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,CC(=CCN=C=O)N=C=O,*C(C)=CCN1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,1.673,0.362,94.701,11.046,3.867,5.089349281368296
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,CC(=CCN=C=O)N=C=O,*CC=C(C)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.274,0.285,83.548,9.954,4.285,5.178471802220938
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,O=C=N/C=C/CN=C=O,*C/C=C/N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.214,0.166,66.305,8.036,3.895,5.25049723577834
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,O=C=NCC#CCN=C=O,*CC#CCN1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.245,0.169,85.228,11.13,3.385,5.162443369809974
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,S=C=NC=CCN=C=S,*CC=CN1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,1.643,0.44,61.959,18.323,4.225,5.526509201590306
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,S=C=NC=CC=CN=C=S,*C=CC=CN1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,3.145,0.168,92.641,12.695,4.32,5.576390622557228
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,C=CC(N=C=O)N=C=O,*C(C=C)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,1.004,0.326,74.883,10.067,3.475,5.317218306979576
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,CCC(N=C=O)N=C=S,*C(CC)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=S)O2)OC1=O,polyoxazolidone,2.223,0.262,86.654,10.742,3.864,5.364831768518037
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,CCC(N=C=O)N=C=S,*C(CC)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=S,polyoxazolidone,0.288,0.342,67.787,8.009,3.864,5.382855999287268
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,CCC=C(N=C=O)N=C=O,*C(=CCC)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,2.754,0.265,83.402,17.153,4.214,5.095281440775154
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,CCC(N=C=S)N=C=S,*C(CC)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,3.263,0.187,66.976,12.298,4.029,5.515027922364192
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,C=C=C(N=C=O)N=C=O,*C(=C=C)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,-0.138,0.193,98.555,11.158,3.589,5.196540440906546
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,C/C=C/C(N=C=O)N=C=O,*C(/C=C/C)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,2.568,0.242,91.344,10.394,3.865,5.3160661233449416
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,CC=C(N=C=O)N=C=O,*C(=CC)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,1.587,0.488,113.729,16.707,3.824,5.121179287060391
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,O=C=NC(=S)N=C=O,*C(=S)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.351,0.23,120.696,12.514,3.248,5.047533032779603
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,O=C=NC=C=CN=C=O,*C=C=CN1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,-0.244,0.171,69.601,10.036,3.589,5.3498545007356055
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,O=C=N/C=C\CN=C=O,*C/C=C\N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.214,0.166,66.305,8.036,3.895,5.25049723577834
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,C=C(N=C=S)N=C=S,*C(=C)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=S)O2)OC1=S,polyoxazolidone,0.479,0.29,102.322,19.705,3.764,5.35912544037201
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,O=C=NC#CCN=C=O,*CC#CN1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,-0.155,0.173,78.436,9.522,3.342,5.353464757145862
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,O=C=NC#CCN=C=O,*C#CCN1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.249,0.233,81.56,13.603,2.924,5.153769030650136
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,CC#CC(N=C=O)N=C=O,*C(C#CC)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.489,0.181,112.341,10.46,3.312,5.371243880527517
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,NC(N=C=O)N=C=O,*C(N)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,-0.118,0.178,63.746,8.641,2.205,5.219525329422062
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,C=C(CCN=C=O)N=C=O,*C(=C)CCN1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.407,0.268,67.142,11.19,3.867,5.014164665983681
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,C=C(CCN=C=O)N=C=O,*CCC(=C)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.902,0.214,94.309,18.364,4.285,5.1883626270587495
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,N=C(N=C=O)N=C=O,*C(=N)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.27,0.241,115.212,12.302,2.898,5.070111254557823
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,O=C=NC#CCCN=C=O,*CCC#CN1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,-0.134,0.121,61.715,7.88,3.732,5.382122490689095
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,O=C=NC#CCCN=C=O,*C#CCCN1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,0.614,0.194,89.486,12.262,3.314,5.105525787392392
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,CC=CC(N=C=O)N=C=O,*C(C=CC)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=O,polyoxazolidone,2.568,0.242,91.344,10.394,3.865,5.3160661233449416
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,CC(CCN=C=O)N=C=S,*C(C)CCN1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=S)O2)OC1=O,polyoxazolidone,0.734,0.342,62.05,11.469,4.326,5.282808662733264
FC(F)(CC1CO1)C(F)(F)C(F)(F)C(F)(F)CC1CO1,CC(CCN=C=O)N=C=S,*CCC(C)N1CC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC2CN(*)C(=O)O2)OC1=S,polyoxazolidone,0.871,0.445,71.249,12.752,4.325,5.375718023252263
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,Cc1c(N=C=O)cccc1N=C=O,*c1cccc(N2C(=O)OC3CC(CC[Si](C)(C)O[Si](C)(C)CCC4CCC5C(C4)OC(=O)N5*)CCC32)c1C,polyoxazolidone,-0.544,0.212,163.745,19.764,6.324,5.54239258732734
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,Cc1c(N=C=O)cccc1N=C=O,*c1cccc(N2C(=O)OC3CCC(CC[Si](C)(C)O[Si](C)(C)CCC4CCC5C(C4)OC(=O)N5*)CC32)c1C,polyoxazolidone,-0.765,0.267,179.117,19.835,6.324,5.534824603959357
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,Cc1c(N=C=O)cccc1N=C=O,*c1cccc(N2C(=O)OC3CC(CC[Si](C)(C)O[Si](C)(C)CCC4CCC5OC(=O)N(*)C5C4)CCC32)c1C,polyoxazolidone,-0.655,0.332,179.114,20.921,6.324,5.534824603959357
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,Cc1c(N=C=O)cccc1N=C=O,*c1cccc(N2C(=O)OC3CCC(CC[Si](C)(C)O[Si](C)(C)CCC4CCC5OC(=O)N(*)C5C4)CC32)c1C,polyoxazolidone,-0.641,0.321,200.972,20.316,6.324,5.527256620591373
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,Cc1cc(-c2ccc(N=C=O)c(C)c2)ccc1N=C=O,*c1ccc(-c2ccc(N3C(=O)OC4CC(CC[Si](C)(C)O[Si](C)(C)CCC5CCC6C(C5)OC(=O)N6*)CCC43)c(C)c2)cc1C,polyoxazolidone,0.206,0.191,207.846,16.313,8.3,5.472668840104927
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,Cc1cc(-c2ccc(N=C=O)c(C)c2)ccc1N=C=O,*c1ccc(-c2ccc(N3C(=O)OC4CCC(CC[Si](C)(C)O[Si](C)(C)CCC5CCC6C(C5)OC(=O)N6*)CC43)c(C)c2)cc1C,polyoxazolidone,0.211,0.188,223.636,16.18,8.3,5.466256274045032
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,Cc1cc(-c2ccc(N=C=O)c(C)c2)ccc1N=C=O,*c1ccc(-c2ccc(N3C(=O)OC4CC(CC[Si](C)(C)O[Si](C)(C)CCC5CCC6OC(=O)N(*)C6C5)CCC43)c(C)c2)cc1C,polyoxazolidone,0.001,0.172,226.706,17.04,8.3,5.466256274045032
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,Cc1cc(-c2ccc(N=C=O)c(C)c2)ccc1N=C=O,*c1ccc(-c2ccc(N3C(=O)OC4CCC(CC[Si](C)(C)O[Si](C)(C)CCC5CCC6OC(=O)N(*)C6C5)CC43)c(C)c2)cc1C,polyoxazolidone,0.511,0.254,244.335,17.721,8.3,5.459843707985137
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,*c1ccc(Cc2ccc(N3C(=O)OC4CC(CC[Si](C)(C)O[Si](C)(C)CCC5CCC6C(C5)OC(=O)N6*)CCC43)cc2)cc1,polyoxazolidone,0.81,0.234,158.445,17.572,7.607,5.412079690325308
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,*c1ccc(Cc2ccc(N3C(=O)OC4CCC(CC[Si](C)(C)O[Si](C)(C)CCC5CCC6C(C5)OC(=O)N6*)CC43)cc2)cc1,polyoxazolidone,0.702,0.268,163.347,16.294,7.607,5.405617796834185
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,*c1ccc(Cc2ccc(N3C(=O)OC4CC(CC[Si](C)(C)O[Si](C)(C)CCC5CCC6OC(=O)N(*)C6C5)CCC43)cc2)cc1,polyoxazolidone,0.629,0.309,169.006,18.214,7.607,5.405617796834185
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,*c1ccc(Cc2ccc(N3C(=O)OC4CCC(CC[Si](C)(C)O[Si](C)(C)CCC5CCC6OC(=O)N(*)C6C5)CC43)cc2)cc1,polyoxazolidone,0.962,0.341,176.459,15.247,7.607,5.399155903343059
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,Cc1ccc(N=C=O)cc1N=C=O,*c1cc(N2C(=O)OC3CC(CC[Si](C)(C)O[Si](C)(C)CCC4CCC5C(C4)OC(=O)N5*)CCC32)ccc1C,polyoxazolidone,0.411,0.189,151.761,13.684,6.324,5.541800071734825
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,Cc1ccc(N=C=O)cc1N=C=O,*c1ccc(C)c(N2C(=O)OC3CC(CC[Si](C)(C)O[Si](C)(C)CCC4CCC5C(C4)OC(=O)N5*)CCC32)c1,polyoxazolidone,0.605,0.305,145.51,14.021,6.324,5.558198408533161
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,Cc1ccc(N=C=O)cc1N=C=O,*c1cc(N2C(=O)OC3CCC(CC[Si](C)(C)O[Si](C)(C)CCC4CCC5C(C4)OC(=O)N5*)CC32)ccc1C,polyoxazolidone,0.449,0.182,157.782,11.752,6.324,5.534232088366841
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,Cc1ccc(N=C=O)cc1N=C=O,*c1ccc(C)c(N2C(=O)OC3CCC(CC[Si](C)(C)O[Si](C)(C)CCC4CCC5C(C4)OC(=O)N5*)CC32)c1,polyoxazolidone,0.784,0.296,155.176,15.212,6.324,5.550630425165178
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,Cc1ccc(N=C=O)cc1N=C=O,*c1cc(N2C(=O)OC3CC(CC[Si](C)(C)O[Si](C)(C)CCC4CCC5OC(=O)N(*)C5C4)CCC32)ccc1C,polyoxazolidone,0.654,0.206,163.798,13.308,6.324,5.534232088366841
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,Cc1ccc(N=C=O)cc1N=C=O,*c1ccc(C)c(N2C(=O)OC3CC(CC[Si](C)(C)O[Si](C)(C)CCC4CCC5OC(=O)N(*)C5C4)CCC32)c1,polyoxazolidone,0.826,0.391,158.617,14.238,6.324,5.550630425165178
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,Cc1ccc(N=C=O)cc1N=C=O,*c1cc(N2C(=O)OC3CCC(CC[Si](C)(C)O[Si](C)(C)CCC4CCC5OC(=O)N(*)C5C4)CC32)ccc1C,polyoxazolidone,0.571,0.263,175.025,10.663,6.324,5.526664104998857
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,Cc1ccc(N=C=O)cc1N=C=O,*c1ccc(C)c(N2C(=O)OC3CCC(CC[Si](C)(C)O[Si](C)(C)CCC4CCC5OC(=O)N(*)C5C4)CC32)c1,polyoxazolidone,0.492,0.332,174.55,14.983,6.324,5.543062441797194
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,O=C=NCCCCCCN=C=O,*CCCCCCN1C(=O)OC2CC(CC[Si](C)(C)O[Si](C)(C)CCC3CCC4C(C3)OC(=O)N4*)CCC21,polyoxazolidone,0.445,0.33,85.93,14.148,7.165,5.495920857521222
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,O=C=NCCCCCCN=C=O,*CCCCCCN1C(=O)OC2CCC(CC[Si](C)(C)O[Si](C)(C)CCC3CCC4C(C3)OC(=O)N4*)CC21,polyoxazolidone,0.38,0.272,82.973,13.206,7.165,5.492038853286924
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,O=C=NCCCCCCN=C=O,*CCCCCCN1C(=O)OC2CC(CC[Si](C)(C)O[Si](C)(C)CCC3CCC4OC(=O)N(*)C4C3)CCC21,polyoxazolidone,0.226,0.26,94.461,15.594,7.165,5.488214012073092
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,O=C=NCCCCCCN=C=O,*CCCCCCN1C(=O)OC2CCC(CC[Si](C)(C)O[Si](C)(C)CCC3CCC4OC(=O)N(*)C4C3)CC21,polyoxazolidone,0.86,0.274,98.232,14.24,7.165,5.484332007838794
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,*N1C(=O)OC2CC(CC[Si](C)(C)O[Si](C)(C)CCC3CCC4C(C3)OC(=O)N4C(C)(C)c3cccc(C(*)(C)C)c3)CCC21,polyoxazolidone,1.032,0.159,84.918,13.727,8.356,5.628287898879322
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,*N1C(=O)OC2CC(CC[Si](C)(C)O[Si](C)(C)CCC3CCC4OC(=O)N(C(C)(C)c5cccc(C(*)(C)C)c5)C4C3)CCC21,polyoxazolidone,0.864,0.186,75.856,14.349,8.356,5.621458255352119
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,*N1C(=O)OC2CCC(CC[Si](C)(C)O[Si](C)(C)CCC3CCC4C(C3)OC(=O)N4C(C)(C)c3cccc(C(*)(C)C)c3)CC21,polyoxazolidone,0.959,0.168,90.71,13.168,8.356,5.621458255352119
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,*N1C(=O)OC2CCC(CC[Si](C)(C)O[Si](C)(C)CCC3CCC4OC(=O)N(C(C)(C)c5cccc(C(*)(C)C)c5)C4C3)CC21,polyoxazolidone,1.445,0.325,89.666,15.1,8.356,5.614628611824913
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,O=C=Nc1cccc2c(N=C=O)cccc12,*c1cccc2c(N3C(=O)OC4CC(CC[Si](C)(C)O[Si](C)(C)CCC5CCC6C(C5)OC(=O)N6*)CCC43)cccc12,polyoxazolidone,-0.49,0.232,153.882,13.938,7.169,5.46212137129373
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,O=C=Nc1cccc2c(N=C=O)cccc12,*c1cccc2c(N3C(=O)OC4CCC(CC[Si](C)(C)O[Si](C)(C)CCC5CCC6C(C5)OC(=O)N6*)CC43)cccc12,polyoxazolidone,-0.444,0.222,167.772,15.541,7.169,5.455178841096655
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,O=C=Nc1cccc2c(N=C=O)cccc12,*c1cccc2c(N3C(=O)OC4CC(CC[Si](C)(C)O[Si](C)(C)CCC5CCC6OC(=O)N(*)C6C5)CCC43)cccc12,polyoxazolidone,-0.413,0.348,166.318,14.771,7.169,5.455178841096655
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,O=C=Nc1cccc2c(N=C=O)cccc12,*c1cccc2c(N3C(=O)OC4CCC(CC[Si](C)(C)O[Si](C)(C)CCC5CCC6OC(=O)N(*)C6C5)CC43)cccc12,polyoxazolidone,-0.626,0.27,187.522,15.05,7.169,5.448236310899578
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,O=C=NCc1cccc(CN=C=O)c1,*Cc1cccc(CN2C(=O)OC3CC(CC[Si](C)(C)O[Si](C)(C)CCC4CCC5C(C4)OC(=O)N5*)CCC32)c1,polyoxazolidone,0.066,0.119,103.548,13.335,6.886,5.409718623800912
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,O=C=NCc1cccc(CN=C=O)c1,*Cc1cccc(CN2C(=O)OC3CCC(CC[Si](C)(C)O[Si](C)(C)CCC4CCC5C(C4)OC(=O)N5*)CC32)c1,polyoxazolidone,-0.05,0.098,104.016,15.473,6.886,5.406039158917968
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,O=C=NCc1cccc(CN=C=O)c1,*Cc1cccc(CN2C(=O)OC3CC(CC[Si](C)(C)O[Si](C)(C)CCC4CCC5OC(=O)N(*)C5C4)CCC32)c1,polyoxazolidone,-0.144,0.131,114.852,14.142,6.886,5.402413874637032
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,O=C=NCc1cccc(CN=C=O)c1,*Cc1cccc(CN2C(=O)OC3CCC(CC[Si](C)(C)O[Si](C)(C)CCC4CCC5OC(=O)N(*)C5C4)CC32)c1,polyoxazolidone,0.02,0.115,122.774,13.268,6.886,5.398734409754089
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,S=C=Nc1ccc(N=C=S)cc1,*c1ccc(N2C(=S)OC3CC(CC[Si](C)(C)O[Si](C)(C)CCC4CCC5C(C4)OC(=S)N5*)CCC32)cc1,polyoxazolidone,0.99,0.434,112.452,13.088,6.346,5.754240547006049
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,S=C=Nc1ccc(N=C=S)cc1,*c1ccc(N2C(=S)OC3CCC(CC[Si](C)(C)O[Si](C)(C)CCC4CCC5C(C4)OC(=S)N5*)CC32)cc1,polyoxazolidone,0.768,0.426,121.711,12.458,6.346,5.7465337015579205
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,S=C=Nc1ccc(N=C=S)cc1,*c1ccc(N2C(=S)OC3CC(CC[Si](C)(C)O[Si](C)(C)CCC4CCC5OC(=S)N(*)C5C4)CCC32)cc1,polyoxazolidone,0.679,0.38,130.188,14.132,6.346,5.746533701557919
C[Si](C)(CCC1CCC2OC2C1)O[Si](C)(C)CCC1CCC2OC2C1,S=C=Nc1ccc(N=C=S)cc1,*c1ccc(N2C(=S)OC3CCC(CC[Si](C)(C)O[Si](C)(C)CCC4CCC5OC(=S)N(*)C5C4)CC32)cc1,polyoxazolidone,0.397,0.34,148.24,12.667,6.346,5.738826856109791
